,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Director,Actors,Language,imdbRating,Total Gross
6537,Ira & Abby,2006,20,USA,Comedy,R,104,9/14/2007,Robert Cary,"['Chris Messina', ' David Margulies', ' Spiro Malas']",English,6.5,221096.0
6538,Irada,2017,27,India,Drama,,109,2/17/2017,Aparnaa Singh,"['Naseeruddin Shah', ' Arshad Warsi', ' Divya Dutta']",Hindi,6.2,0.0
6539,The Iran Job,2012,2,USA,Documentary,Unrated,90,6/7/2013,Till Schauder,"['Kevin Sheppard', ' Eunice Sheppard', ' Leah Sheppard']",English,7.1,23115.0
6540,Iraq in Fragments,2006,12,USA,Documentary,,94,11/8/2006,James Longley,"['Mohammed Haithem', ' Suleiman Mahmoud']",Kurdish,7.3,204462.0
6541,Irina Palm,2007,4,Belgium,Drama,R,103,3/21/2008,Sam Garbarski,"['Marianne Faithfull', "" Predrag 'Miki' Manojlovic"", ' Kevin Bishop']",English,7.2,44383.0
6542,Iris,2001,220,UK,Biography,R,91,12/14/2001,Richard Eyre,"['Kate Winslet', ' Hugh Bonneville', ' Judi Dench']",English,7.1,5594617.0
6550,Iron Island,2005,4,Iran,Drama,,90,3/31/2006,Mohammad Rasoulof,"['Ali Nassirian', ' Hossein Farzi-Zadeh', ' Neda Pakdaman']",Persian,7.2,27177.0
6551,The Iron Lady,2011,1244,UK,Biography,PG-13,105,12/30/2011,Phyllida Lloyd,"['Meryl Streep', ' Jim Broadbent', ' Susan Brown']",English,6.4,30017992.0
6552,Iron Man,2008,4154,USA,Action,PG-13,126,5/2/2008,Jon Favreau,"['Robert Downey Jr.', ' Terrence Howard', ' Jeff Bridges']",English,7.9,318412101.0
6554,Iron Man 2,2010,4390,USA,Action,PG-13,124,5/7/2010,Jon Favreau,"['Robert Downey Jr.', ' Gwyneth Paltrow', ' Don Cheadle']",English,7.0,312433331.0
6555,Iron Man 3,2013,4253,China,Action,PG-13,130,5/3/2013,Shane Black,"['Robert Downey Jr.', ' Gwyneth Paltrow', ' Don Cheadle']",English,7.2,409013994.0
6556,The Iron Ministry,2014,3,USA,Documentary,,82,8/21/2015,J.P. Sniadecki,['nan'],Mandarin,6.8,3159.0
6559,Iron Sky,2012,8,Finland,Action,R,93,7/25/2012,Timo Vuorensola,"['Julia Dietze', ' Christopher Kirby', ' Götz Otto']",English,5.9,122082.0
6563,Irrational Man,2015,925,USA,Comedy,R,95,7/17/2015,Woody Allen,"['Joaquin Phoenix', ' Emma Stone', ' Joe Stapleton']",English,6.6,4030360.0
6565,Irreversible,2002,35,France,Crime,Unrated,97,3/7/2003,Gaspar Noé,"['Monica Bellucci', ' Vincent Cassel', ' Albert Dupontel']",French,7.4,792200.0
6566,Is Anybody There?,2008,165,UK,Drama,PG-13,94,4/17/2009,John Crowley,"['Bill Milner', ' Anne-Marie Duff', ' Ralph Riach']",English,6.8,2026756.0
6567,Is Genesis History?,2017,704,USA,Documentary,Unrated,100,2/23/2017,Thomas Purifoy,"['Del Tackett', ' Kevin L. Anderson', ' Steve A. Austin']",English,3.7,1796182.0
6568,Is That a Gun in Your Pocket?,2016,7,USA,Comedy,R,95,9/16/2016,Matt Cooper,"['Andrea Anders', ' Matt Passmore', ' Cloris Leachman']",English,6.4,39928.0
6569,Is the Man Who Is Tall Happy?,2013,15,France,Documentary,Unrated,88,11/22/2013,Michel Gondry,"['Michel Gondry', ' Noam Chomsky']",English,7.1,137042.0
6572,Islam: What the West Needs to Know,2006,3,USA,Documentary,Unrated,98,7/7/2006,Bryan Daly(co-director),"['Abdullah Al-Araby', ' Walid Shoebat', ' Robert Spencer']",English,6.6,22938.0
6573,The Island,2005,3138,USA,Action,PG-13,136,7/22/2005,Michael Bay,"['Ewan McGregor', ' Scarlett Johansson', ' Djimon Hounsou']",English,6.9,35818913.0
6576,The Island President,2011,5,USA,Documentary,PG,101,3/28/2012,Jon Shenk,['Mohamed Nasheed'],English,7.3,76398.0
6577,Islander,2006,11,USA,Drama,R,100,3/9/2007,Ian McCrudden,"['Tom Hildreth', ' Amy Jo Johnson', ' Philip Baker Hall']",English,7.0,102737.0
6579,The Isle,2000,2,South Korea,Drama,Unrated,90,8/23/2002,Ki-duk Kim,"['Jung Suh', ' Yoosuk Kim', ' Sung-hee Park']",Korean,7.1,20666.0
6580,Isle of Dogs,2011,0,UK,Action,R,90,3/23/2018,Tammi Sutton,"['Barbara Nedeljakova', ' Edward Hogg', ' Andrew Howard']",English,3.8,0.0
6581,Ism,2016,79,India,Action,,132,10/21/2016,Puri Jagannadh,"['Aditi Arya', ' Jagapathi Babu', ' Tanikella Bharani']",Telugu,5.9,134165.0
6583,Isn't She Great,2000,750,USA,Biography,R,95,1/28/2000,Andrew Bergman,"['Bette Midler', ' Nathan Lane', ' Stockard Channing']",English,5.4,2962465.0
6584,Issues,2005,1,USA,Comedy,,87,10/6/2006,Van Elder,"['Ben Watkins', ' Laz Alonso', ' Shawna Vinson']",English,6.8,783.0
6585,The Ister,2004,1,Australia,Documentary,,189,2/10/2006,David Barison,"['Philippe Lacoue-Labarthe', ' Jean-Luc Nancy', ' Bernard Stiegler']",French,7.2,1124.0
6587,Dr. Bronner's Magic Soapbox,2006,6,USA,Documentary,,88,6/29/2007,Sara Lamm,['Dr. Bronner'],English,6.6,21579.0
6588,Dr. Dolittle 2,2001,3053,USA,Comedy,PG,87,6/22/2001,Steve Carr,"['Eddie Murphy', ' Kristen Wilson', ' Raven-Symoné']",English,4.7,112952899.0
6589,Dr. Dolittle 3,2006,0,USA,Comedy,PG,93,1/1/2018,Rich Thorne,"['Kyla Pratt', ' Kristen Wilson', ' Walker Howard']",English,3.9,0.0
6594,The Making of 'Dr. T and the Women',2001,1489,USA,Documentary,,11,10/13/2000,nan,"['Robert Altman', ' Laura Dern', ' Farrah Fawcett']",English,3.6,13113041.0
6595,Dracula 2000,2000,2204,USA,Action,R,99,12/22/2000,Patrick Lussier,"['Gerard Butler', ' Christopher Plummer', ' Jonny Lee Miller']",English,4.9,33022767.0
6596,Dracula Untold,2014,2900,USA,Action,PG-13,92,10/10/2014,Gary Shore,"['Luke Evans', ' Sarah Gadon', ' Dominic Cooper']",English,6.3,56280355.0
6598,Dracula: Pages from a Virgin's Diary,2002,2,Canada,Comedy,Unrated,73,5/14/2003,Guy Maddin,"['Wei-Qiang Zhang', ' Tara Birtwhistle', ' David Moroni']",English,7.0,55365.0
6599,Draft Day,2014,2781,USA,Drama,PG-13,110,4/11/2014,Ivan Reitman,"['Chris Berman', ' Dave Donaldson', ' Patrick St. Esprit']",English,6.8,28842237.0
6600,Drag Me to Hell,2009,2510,USA,Horror,PG-13,99,5/29/2009,Sam Raimi,"['Alison Lohman', ' Justin Long', ' Lorna Raver']",English,6.6,42100625.0
6602,Enter the Dragon 2012: Third Anniversary Celebration,2012,14,USA,Action,,0,11/30/2012,nan,['nan'],English,,11137.0
6603,Dragon Ball Z: Battle of Gods,2013,692,Japan,Animation,PG,85,8/5/2014,Masahiro Hosoda,"['Masako Nozawa', ' Hiromi Tsuru', ' Ryô Horikawa']",Japanese,7.3,2553002.0
6604,Dragon Ball Z: Resurrection 'F',2015,913,Japan,Animation,Unrated,93,8/4/2015,Tadayoshi Yamamuro,"['Masako Nozawa', ' Ryô Horikawa', ' Hiromi Tsuru']",Japanese,7.4,8008363.0
6605,Dragon Blade,2015,14,China,Action,R,127,9/4/2015,Daniel Lee,"['Jackie Chan', ' John Cusack', ' Adrien Brody']",Mandarin,6.1,74068.0
6607,Dragon Wars: D-War,2007,2277,South Korea,Action,PG-13,90,9/14/2007,Hyung-rae Shim,"['Jason Behr', ' Amanda Brooks', ' Robert Forster']",English,3.6,10977721.0
6609,Dragonball: Evolution,2009,2181,USA,Action,PG,85,4/10/2009,James Wong,"['Justin Chatwin', ' Yun-Fat Chow', ' Emmy Rossum']",English,2.6,9362785.0
6610,Dragonfly,2002,2507,USA,Drama,PG-13,104,2/22/2002,Tom Shadyac,"['Kevin Costner', ' Susanna Thompson', ' Joe Morton']",English,6.1,30323400.0
6613,Drama/Mex,2006,1,Mexico,Drama,Unrated,93,7/11/2007,Gerardo Naranjo,"['Fernando Becerril', ' Juan Pablo Castañeda', ' Diana García']",Spanish,5.0,8628.0
6615,Drawing Restraint 9,2005,5,USA,Fantasy,Unrated,135,3/29/2006,Matthew Barney,"['Shigeru Akahori', ' Naomi Araki', ' Matthew Barney']",English,6.6,234743.0
6617,Dream Boy,2008,1,USA,Drama,R,88,3/26/2010,James Bolton,"['Stephan Bender', ' Thomas Jay Ryan', ' Diana Scarwid']",English,6.2,6534.0
6619,Dream House,2011,2664,USA,Drama,PG-13,84,9/30/2011,Jim Sheridan,"['Daniel Craig', ' Naomi Watts', ' Rachel Weisz']",English,6.0,21302340.0
6625,Dreamcatcher,2003,2945,USA,Drama,R,134,3/21/2003,Lawrence Kasdan,"['Morgan Freeman', ' Thomas Jane', ' Jason Lee']",English,5.5,33715436.0
6627,Dreamer: Inspired by a True Story,2005,2735,USA,Drama,PG,106,10/21/2005,John Gatins,"['Kurt Russell', ' Dakota Fanning', ' Kris Kristofferson']",English,6.9,32751093.0
6628,The Dreamers,2003,116,UK,Drama,NC-17,115,2/6/2004,Bernardo Bertolucci,"['Michael Pitt', ' Eva Green', ' Louis Garrel']",English,7.2,2532228.0
6629,Dreamgirls,2006,2797,USA,Drama,PG-13,130,12/15/2006,Bill Condon,"['Jamie Foxx', ' Beyoncé', ' Eddie Murphy']",English,6.5,103365956.0
6630,Dreaming Lhasa,2005,3,UK,Adventure,,90,4/13/2007,Ritu Sarin,"['Tenzin Chokyi Gyatso', ' Tenzin Jigme', ' Jampa Kalsang']",English,6.6,21504.0
6632,Dreamkiller,2010,3,USA,Thriller,R,110,2/19/2010,Catherine C. Pirotta,"['Dario Deak', ' John Savage', ' Tyrone Power Jr.']",English,5.2,15514.0
6633,Dreamland,2006,5,USA,Drama,R,88,12/1/2006,Jason Matzner,"['Agnes Bruckner', ' Kelli Garner', ' Justin Long']",English,6.4,6383.0
6635,Dreams of a Life,2011,1,UK,Documentary,Unrated,95,8/3/2012,Carol Morley,"['Zawe Ashton', ' Alix Luka-Cain', ' Alistair Abrahams']",English,6.8,8405.0
6636,Dreams Rewired,2015,4,Austria,Documentary,,88,11/12/2015,Manu Luksch,['Tilda Swinton'],English,7.0,11843.0
6638,Dredd,2012,2557,UK,Action,R,95,9/21/2012,Pete Travis,"['Karl Urban', ' Rachel Wood', ' Andile Mngadi']",English,7.1,13414714.0
6639,Dressed,2011,1,USA,Documentary,,79,2/4/2011,David John Swajeski,"['Mickey Boardman', ' Simon Collins', ' Simon Doonan']",English,,0.0
6642,The Dressmaker,2015,174,Australia,Comedy,R,119,9/23/2016,Jocelyn Moorhouse,"['Kate Winslet', ' Judy Davis', ' Liam Hemsworth']",English,7.1,2022115.0
6643,Drew: The Man Behind the Poster,2013,1,USA,Documentary,Unrated,97,8/14/2013,Erik Sharkey,"['Drew Struzan', ' Harrison Ford', ' Michael J. Fox']",English,7.5,3078.0
6644,Drillbit Taylor,2008,3061,USA,Comedy,PG-13,110,3/21/2008,Steven Brill,"['Nate Hartley', ' Troy Gentile', ' Ian Roberts']",English,5.7,32862104.0
6645,Drinking Buddies,2013,33,USA,Comedy,R,90,8/23/2013,Joe Swanberg,"['Olivia Wilde', ' Jake Johnson', ' Anna Kendrick']",English,6.1,343341.0
6646,Drive,2011,1,USA,Crime,R,100,8/7/1992,Nicolas Winding Refn,"['Ryan Gosling', ' Carey Mulligan', ' Bryan Cranston']",English,7.8,15084.0
6647,Drive Angry,2011,2290,USA,Action,R,104,2/25/2011,Patrick Lussier,"['Nicolas Cage', ' Amber Heard', ' William Fichtner']",English,5.4,10721033.0
6649,Driven,2001,2905,USA,Action,PG-13,116,4/27/2001,Renny Harlin,"['Sylvester Stallone', ' Burt Reynolds', ' Kip Pardue']",English,4.5,32720065.0
6651,Drivers Wanted,2005,1,USA,Comedy,,94,6/24/2005,T. Lee Beideck,"['David Sirk', ' Brian Osborne', ' Dave Spiecher']",English,6.9,25189.0
6652,Driving Lessons,2006,21,UK,Comedy,PG-13,98,10/13/2006,Jeremy Brock,"['Rupert Grint', ' Fay Cohen', ' Ruby Mortlock']",English,6.8,239962.0
6654,The Legend of Drona,2008,90,India,Action,Unrated,138,10/2/2008,Goldie Behl,"['Jayshree Arora', ' Veer Arya', ' Abhishek Bachchan']",Hindi,2.2,475104.0
6655,Drone,2017,0,Canada,Thriller,,91,5/26/2017,Jason Bourque,"['Sean Bean', ' Patrick Sabongui', ' Mary McCormack']",Urdu,5.3,0.0
6656,Drool,2009,1,USA,Comedy,Unrated,85,1/22/2010,Nancy Kissam,"['Laura Harring', ' Jill Marie Jones', ' Oded Fehr']",English,5.7,1403.0
6657,The Drop,2014,1192,USA,Crime,R,106,9/12/2014,Michaël R. Roskam,"['Tom Hardy', ' Noomi Rapace', ' James Gandolfini']",English,7.1,10724389.0
6662,Drown,2015,1,Australia,Drama,Unrated,93,8/28/2015,Dean Francis,"['Matt Levett', ' Maya Stange', ' Jack Matthews']",English,5.2,1631.0
6664,Drowning Mona,2000,1981,USA,Crime,PG-13,96,3/3/2000,Nick Gomez,"['Danny DeVito', ' Bette Midler', ' Neve Campbell']",English,5.6,15506764.0
6666,Drug War,2012,13,China,Action,R,107,7/26/2013,Johnnie To,"['Honglei Sun', ' Louis Koo', ' Yi Huang']",Mandarin,7.0,128195.0
6668,Drumline,2002,1837,USA,Comedy,PG-13,118,12/13/2002,Charles Stone III,"['Nick Cannon', ' Zoe Saldana', ' Orlando Jones']",English,5.7,56399184.0
6670,DRUNK STONED BRILLIANT DEAD: The Story of the National Lampoon,2015,22,USA,Documentary,R,98,9/25/2015,Douglas Tirola,"['Danny Abelson', ' Judd Apatow', ' Kevin Bacon']",English,7.1,62660.0
6671,Drunk Wedding,2015,16,USA,Comedy,R,81,5/22/2015,Nick Weiss,"['Nick P. Ross', ' J.R. Ramirez', ' Christian Cooke']",English,4.6,3301.0
6674,The Dry Land,2010,5,USA,Drama,R,92,7/30/2010,Ryan Piers Williams,"[""Ryan O'Nan"", ' America Ferrera', ' Jason Ritter']",English,5.6,11777.0
6679,Effie Gray,2014,201,UK,Biography,PG-13,104,4/3/2015,Richard Laxton,"['Dakota Fanning', ' Polly Dartford', ' Greg Wise']",English,5.9,352534.0
6680,The Eichmann Show,2015,1,UK,Drama,,90,10/29/2010,Paul Andrew Williams,"['Martin Freeman', ' Anthony LaPaglia', ' Rebecca Front']",English,6.5,2706.0
6682,Eight Below,2006,3122,USA,Adventure,PG,120,2/17/2006,Frank Marshall,"['Paul Walker', ' Bruce Greenwood', ' Moon Bloodgood']",English,7.3,81612565.0
6683,Eight Crazy Nights,2002,2503,USA,Animation,PG-13,76,11/27/2002,Seth Kearsley,"['Adam Sandler', ' Jackie Sandler', ' Austin Stout']",English,5.3,23586598.0
6685,Eight Legged Freaks,2002,2530,USA,Action,PG-13,99,7/17/2002,Ellory Elkayem,"['David Arquette', ' Kari Wuhrer', ' Scott Terra']",English,5.4,17322606.0
6687,Eight Miles High,2007,1,Germany,Biography,Unrated,114,7/11/2008,Achim Bornhak,"['Natalia Avelon', ' Matthias Schweighöfer', ' David Scheller']",German,6.4,2616.0
6689,Eisenstein in Guanajuato,2015,5,Netherlands,Biography,Unrated,105,2/5/2016,Peter Greenaway,"['Elmer Bäck', ' Luis Alberti', ' José Montini']",English,6.3,34282.0
6690,Ek Ajnabee,2005,38,India,Action,,142,12/9/2005,Apoorva Lakhia,"['Amitabh Bachchan', ' Arjun Rampal', ' Perizaad Zorabian']",Hindi,5.3,213143.0
6691,Ek Khiladi Ek Haseena,2005,15,India,Comedy,,143,11/18/2005,Suparn Verma,"['Fardeen Khan', ' Koena Mitra', ' Kay Kay Menon']",Hindi,5.9,90869.0
6692,Ek Main Aur Ekk Tu,2012,111,India,Comedy,Unrated,110,2/10/2012,Shakun Batra,"['Kareena Kapoor Khan', ' Zenobia Shroff', ' Imran Khan']",Hindi,5.8,1155545.0
6693,Ek Tha Tiger,2012,120,India,Action,Unrated,132,8/15/2012,Kabir Khan,"['Salman Khan', ' Katrina Kaif', ' Ranvir Shorey']",Hindi,5.4,2347774.0
6694,Ek Thi Daayan,2013,47,India,Horror,,135,4/19/2013,Kannan Iyer,"['Emraan Hashmi', ' Konkona Sen Sharma', ' Kalki Koechlin']",Hindi,5.7,112135.0
6695,Ek Villain,2014,104,India,Action,,129,6/27/2014,Mohit Suri,"['Sidharth Malhotra', ' Riteish Deshmukh', ' Shraddha Kapoor']",Hindi,6.4,730530.0
6697,Eklavya: The Royal Guard,2007,80,India,Action,,105,2/16/2007,Vidhu Vinod Chopra,"['Amitabh Bachchan', ' Saif Ali Khan', ' Sanjay Dutt']",Hindi,6.2,1290212.0
6698,El bonaerense,2002,1,Argentina,Crime,,105,11/26/2003,Pablo Trapero,"['Jorge Román', ' Mimí Ardú', ' Darío Levy']",Spanish,6.9,9470.0
6699,El Bulli: Cooking in Progress,2010,10,Germany,Documentary,Unrated,108,7/27/2011,Gereon Wetzel,"['Ferran Adrià', ' Oriol Castro', ' Eduard Xatruch']",Catalan,6.4,237181.0
6700,El cantante,2006,542,USA,Biography,R,106,8/3/2007,Leon Ichaso,"['Marc Anthony', ' Jennifer Lopez', ' John Ortiz']",Spanish,5.5,7556712.0
6702,El clan,2012,19,Spain,Action,,89,3/18/2016,Jaime Falero,"['Francisco Vera', ' Borja Elgea', ' Octavi Pujades']",Spanish,7.3,201227.0
6703,El crimen del padre Amaro,2002,137,Mexico,Drama,R,118,11/15/2002,Carlos Carrera,"['Gael García Bernal', ' Ana Claudia Talancón', ' Sancho Gracia']",Spanish,6.8,5717044.0
6706,El inmigrante,2005,2,USA,Documentary,,90,7/13/2007,Dave Eckenrode,['nan'],Spanish,7.6,15100.0
6707,El Jeremías,2015,192,Mexico,Comedy,PG-13,95,10/21/2016,Anwar Safa,"['Martín Castro', ' Karem Momo Ruiz', ' Paulo Galindo']",Spanish,7.2,650465.0
6708,El Leyton,2002,1,Chile,Drama,,95,11/21/2003,Gonzalo Justiniano,"['Juan Pablo Sáez', ' Siboney Lo', ' Luis Wigdorsky']",Spanish,4.2,1332.0
6710,The Life and Times of El Nino,2005,1,UK,Documentary,,0,4/17/2015,nan,['nan'],English,,1237.0
6713,"El Sicario, Room 164",2010,1,France,Documentary,Unrated,80,12/28/2011,Gianfranco Rosi,['nan'],Spanish,7.2,6123.0
6714,El sueño del regreso,2005,19,nan,Comedy,,100,3/10/2006,Luis Molina Casanova,"['Gladys Aguayo', ' Awilda Carbia', ' Magali Carrasquillo']",nan,6.1,7668.0
6715,El Superstar: The Unlikely Rise of Juan Frances,2008,1,USA,Comedy,,91,9/17/2010,Amy French,"['Spencer John French', ' Danny Trejo', ' Lupe Ontiveros']",English,7.0,3271.0
6716,El vacilón: The Movie,2005,36,USA,Comedy,R,90,10/21/2005,Agustin,"['Luis Jimenez', ' Moonshadow', ' Ruperto Vanderpool']",Spanish,6.7,1291951.0
6717,Elaine Stritch: Shoot Me,2013,41,USA,Documentary,Unrated,81,2/21/2014,Chiemi Karasawa,"['Alec Baldwin', ' Rob Bowman', ' Tina Fey']",English,7.4,327452.0
6721,Electric Shadows,2004,2,China,Drama,,93,12/16/2005,Jiang Xiao,"['Yu Xia', ' Haibin Li', ' Yijing Zhang']",Mandarin,7.6,7129.0
6722,Elegy,2008,142,USA,Drama,R,112,8/8/2008,Isabel Coixet,"['Penélope Cruz', ' Ben Kingsley', ' Dennis Hopper']",English,6.8,3581642.0
6723,Elektra,2005,3204,Canada,Action,PG-13,97,1/14/2005,Rob Bowman,"['Jennifer Garner', ' Goran Visnjic', ' Kirsten Prout']",English,4.8,24409722.0
6724,Elektra Luxx,2010,4,USA,Comedy,R,100,3/11/2011,Sebastian Gutierrez,"['Joseph Gordon-Levitt', ' Carla Gugino', ' Ermahn Ospina']",English,5.1,11514.0
6725,Elemental,2012,3,USA,Documentary,,92,5/17/2013,Gayatri Roshan,"['Chief Alan Adam', ' Francesca Bertone', ' Kelsey Chapman']",English,7.0,10358.0
6726,Elena,2011,13,Russia,Drama,Unrated,109,5/16/2012,Andrey Zvyagintsev,"['Nadezhda Markina', ' Andrey Smirnov', ' Elena Lyadova']",Russian,7.3,233380.0
6728,Elephant,2003,38,USA,Crime,R,81,10/24/2003,Gus Van Sant,"['Alex Frost', ' Eric Deulen', ' John Robinson']",English,7.2,1266955.0
6729,The Elephant King,2006,2,USA,Drama,R,92,10/17/2008,Seth Grossman,"['Ellen Burstyn', ' Tate Ellington', ' Florence Faivre']",English,6.4,22251.0
6731,Elevate,2011,2,USA,Documentary,PG,81,10/21/2011,Anne Buford,"['Dethie', ' Amadou Gallo Fall']",English,6.9,5580.0
6732,Eleven Men Out,2005,1,Iceland,Comedy,R,85,11/16/2007,Róbert I. Douglas,"['Björn Hlynur Haraldsson', ' Helgi Björnsson', ' Arnmundur Ernst Björnsson']",Icelandic,5.1,1302.0
6733,Eleven Minutes,2008,4,USA,Documentary,R,103,2/20/2009,Michael Selditch,"['Jay McCarroll', ' Kelly Cutrone', ' Daniel Alexander']",English,6.6,7986.0
6734,Elf,2003,3381,USA,Comedy,PG,97,11/7/2003,Jon Favreau,"['Will Ferrell', ' James Caan', ' Bob Newhart']",English,6.9,173398518.0
6735,ELI,2007,18,USA,Short,,16,6/19/2015,Josh Lee Kwai,"['David Anders', ' Erin Beaux', ' Christina Carlisi']",English,6.0,13547.0
6736,Eliminators,2016,993,UK,Action,R,94,1/31/1986,James Nunn,"['Scott Adkins', ' Stu Bennett', ' Daniel Caltagirone']",English,5.5,4601256.0
6737,Elite Squad,2007,1,Brazil,Action,R,115,9/19/2008,José Padilha,"['Wagner Moura', ' André Ramiro', ' Caio Junqueira']",Portuguese,8.1,8744.0
6738,Elite Squad: The Enemy Within,2010,7,Brazil,Action,Unrated,115,11/11/2011,José Padilha,"['Wagner Moura', ' Irandhir Santos', ' André Ramiro']",Portuguese,8.1,100119.0
6739,Elizabeth Blue,2017,194,USA,Drama,PG-13,95,9/22/2017,Vincent Sabella,"['Anna Schafer', ' Ryan Vincent', ' Adewale Akinnuoye-Agbaje']",English,6.6,6542.0
6740,Elizabeth: The Golden Age,2007,2006,UK,Biography,PG-13,114,10/12/2007,Shekhar Kapur,"['Jordi Mollà', ' Aimee King', ' Cate Blanchett']",English,6.9,16383509.0
6741,Elizabethtown,2005,2517,USA,Comedy,PG-13,123,10/14/2005,Cameron Crowe,"['Orlando Bloom', ' Kirsten Dunst', ' Susan Sarandon']",English,6.4,26850426.0
6743,Ella Enchanted,2004,2149,USA,Comedy,PG,96,4/9/2004,Tommy O'Haver,"['Anne Hathaway', ' Hugh Dancy', ' Cary Elwes']",English,6.3,22918387.0
6744,Elle,2016,209,France,Crime,R,130,11/11/2016,Paul Verhoeven,"['Isabelle Huppert', ' Laurent Lafitte', ' Anne Consigny']",French,7.2,2341534.0
6745,Elles,2011,13,France,Drama,Unrated,99,4/27/2012,Malgorzata Szumowska,"['Juliette Binoche', ' Anaïs Demoustier', ' Joanna Kulig']",French,5.7,157508.0
6746,Ellie Parker,2005,6,USA,Comedy,R,95,11/11/2005,Scott Coffey,"['Naomi Watts', ' Jennifer Syme', ' Greg Freitas']",English,5.7,34410.0
6747,Elling,2001,19,Norway,Comedy,R,89,5/29/2002,Petter Næss,"['Per Christian Ellefsen', ' Sven Nordin', ' Marit Pia Jacobsen']",Norwegian,7.6,314729.0
6748,Eloise,2017,0,USA,Horror,R,89,2/3/2017,Robert Legato,"['Chace Crawford', ' Eliza Dushku', ' Brandon T. Jackson']",English,4.5,0.0
6749,Elsa & Fred,2005,15,Argentina,Comedy,PG,108,6/27/2008,Marcos Carnevale,"['Manuel Alexandre', ' China Zorrilla', ' Blanca Portillo']",Spanish,7.6,189024.0
6750,Elstree 1976,2015,14,UK,Documentary,Unrated,97,5/6/2016,Jon Spira,"['Paul Blake', ' Jeremy Bulloch', ' John Chapman']",English,6.0,12173.0
6752,Elvis & Nixon,2016,381,USA,Comedy,R,86,4/22/2016,Liza Johnson,"['Michael Shannon', ' Kevin Spacey', ' Alex Pettyfer']",English,6.4,1055287.0
6754,Elysium,2013,3284,USA,Action,R,109,8/9/2013,Neill Blomkamp,"['Matt Damon', ' Jodie Foster', ' Sharlto Copley']",English,6.6,93050117.0
6756,The Whale,2011,5,Canada,Documentary,G,85,9/9/2011,Suzanne Chisholm,['Ryan Reynolds'],English,8.1,81881.0
6757,Whale Rider,2002,556,New Zealand,Drama,PG-13,101,6/6/2003,Niki Caro,"['Keisha Castle-Hughes', ' Rawiri Paratene', ' Vicky Haughton']",English,7.6,20779666.0
6758,Whaledreamers,2006,6,Australia,Documentary,,90,9/26/2008,Kim Kindersley,"['Pierce Brosnan', ' Terence Unity Freitas', ' John Hurt']",English,6.8,10584.0
6760,What a Girl Wants,2003,2964,USA,Comedy,PG,105,4/4/2003,Dennie Gordon,"['Amanda Bynes', ' Colin Firth', ' Kelly Preston']",English,5.8,36105433.0
6762,What Alice Found,2003,3,USA,Crime,R,96,12/5/2003,A. Dean Bell,"['Judith Ivey', ' Bill Raymond', ' Emily Grace']",English,6.6,67436.0
6763,What Boys Like,2003,4,South Africa,Comedy,R,85,2/27/2004,Lawrence Gay,"['Christopher Wiehl', ' Lisa Brenner', ' Alex Nesic']",English,5.1,1554.0
6764,What Doesn't Kill You,2008,3,USA,Crime,R,100,12/12/2008,Brian Goodman,"['Mark Ruffalo', ' Ethan Hawke', ' Amanda Peet']",English,6.6,0.0
6766,What Goes Up,2009,16,USA,Drama,R,115,5/29/2009,Jonathan Glatzer,"['Steve Coogan', ' Hilary Duff', ' Olivia Thirlby']",English,5.7,0.0
6767,What Happened Last Night,2016,25,USA,Comedy,R,90,11/4/2016,Candice T. Cain,"['Jake Thomas', "" T'Keyah Crystal Keymáh"", ' Amber Rose']",English,3.8,10844.0
6768,What Happens in Vegas,2008,3255,USA,Comedy,PG-13,99,5/9/2008,Tom Vaughan,"['Cameron Diaz', ' Ashton Kutcher', ' Rob Corddry']",English,6.1,80277646.0
